_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
52601,2020,Oct-Dec,1039070,6004798,322112,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,51,,1,Warrant,,,,,,1,None,None,None,None,None,52601
52602,2021,Jan-Mar,1037638,6011514,322112,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,52602
52603,2021,Jan-Mar,1018556,6016733,322112,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,1,None,None,None,None,None,52603
52604,2020,Jan-Mar,1020423,6026503,335174,White,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52604
52605,2021,Jan-Mar,1015667,6007187,300043,White,M,Aged 55 to 64 years,Not a youth,52,,,Warrant,,,,,,,None,None,None,None,None,52605
52606,2020,Jan-Mar,1011718,6021448,326697,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,31,,1,Sexual Related Crimes & Crimes Against Children,,,,,,1,None,None,None,None,None,52606
52607,2020,Jan-Mar,1002547,6043472,308639,Indigenous,M,Aged 25 to 34 years,Not a youth,53,1,1,Assault & Other crimes against persons,,1,,1,,,1,0,0,1,0,52607
52608,2020,Jan-Mar,1020423,6047599,331367,White,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52608
52609,2020,Jan-Mar,1059159,6060291,308639,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,52609
52610,2020,Jan-Mar,1003197,6026551,332986,White,M,Aged 18 to 24 years,Not a youth,23,1,1,Weapons & Homicide,,,,,,,1,1,1,1,0,52610
52611,2021,Oct-Dec,1000979,6056174,300043,White,M,Aged 55 to 64 years,Not a youth,52,,1,Robbery/Theft,,,,,,1,None,None,None,None,None,52611
52612,2020,Jan-Mar,1054993,6062966,322398,Black,M,Aged 35 to 44 years,Not a youth,54,,1,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,52612
52613,2021,Oct-Dec,1014975,6029538,324446,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,52613
52614,2021,July-Sept,1025998,6038938,332986,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,52614
52615,2021,Oct-Dec,1014294,6063550,300043,Middle-Eastern,M,Aged 55 to 64 years,Not a youth,54,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,52615
52616,2020,Apr-June,1031962,6028727,322398,Black,M,Aged 35 to 44 years,Not a youth,55,,,Vehicle Related (inc. Impaired),,,,,,1,None,None,None,None,None,52616
52617,2020,July-Sept,1039451,6060740,325586,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52617
52618,2021,Oct-Dec,1047104,6015485,332986,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,31,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,52618
52619,2020,July-Sept,1039359,,300043,White,M,Aged 55 to 64 years,Not a youth,XX,1,,Warrant,,,,,,,1,0,0,0,0,52619
52620,2020,Jan-Mar,1038379,6055662,311202,Black,M,Aged 25 to 34 years,Not a youth,XX,,1,Warrant,,,,,,1,None,None,None,None,None,52620
52621,2021,Apr-June,1035013,6032221,302145,White,F,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1,None,None,None,None,None,52621
52622,2020,July-Sept,1045423,6008390,324329,Latino,M,Aged 35 to 44 years,Not a youth,55,1,1,Harassment & Threatening,,,,,,1,1,0,0,0,0,52622
52623,2020,Jan-Mar,1006866,6009404,316933,White,F,Aged 45 to 54 years,Not a youth,XX,,,Other Offence,,,,1,,,None,None,None,None,None,52623
52624,2021,July-Sept,1041040,6006785,311387,White,M,Aged 18 to 24 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,52624
52625,2020,Jan-Mar,1056675,6043590,326265,White,M,Aged 18 to 24 years,Not a youth,22,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52625
52626,2020,Jan-Mar,1011587,6027476,322865,White,M,Aged 18 to 24 years,Not a youth,43,,1,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,52626
52627,2020,Apr-June,1028413,6020281,321151,White,M,Aged 18 to 24 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,52627
52628,2020,Jan-Mar,1015408,6004451,335016,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,22,,1,Warrant,,,,,,,None,None,None,None,None,52628
52629,2020,Jan-Mar,1013162,6043568,337230,Indigenous,M,Aged 25 to 34 years,Not a youth,14,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52629
52630,2020,Jan-Mar,1032165,6049252,316089,South Asian,M,Aged 18 to 24 years,Not a youth,23,1,1,Drug Related,,,,,,,1,0,0,1,0,52630
52631,2020,Jan-Mar,1040886,6042940,335016,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,52631
52632,2020,Jan-Mar,1059928,6004494,329416,White,F,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52632
52633,2020,Jan-Mar,1006816,6023522,337230,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,1,,,None,None,None,None,None,52633
52634,2021,Jan-Mar,1006895,6034636,328396,Black,M,Aged 25 to 34 years,Not a youth,14,,1,Assault,,,,,,1,None,None,None,None,None,52634
52635,2020,Jan-Mar,1001959,6046871,318858,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,52635
52636,2021,Oct-Dec,1038696,6033258,306362,Black,F,Aged 18 to 24 years,Not a youth,52,,1,Sexual Related Crime,,,,,,,None,None,None,None,None,52636
52637,2020,Jan-Mar,1044671,6013669,337230,Black,M,Aged 25 to 34 years,Not a youth,14,1,1,Assault & Other crimes against persons,,1,,,,,1,1,1,0,0,52637
52638,2021,Apr-June,1042900,6064804,326265,White,M,Aged 18 to 24 years,Not a youth,11,,1,Assault,,1,,,,,None,None,None,None,None,52638
52639,2021,Oct-Dec,1035394,6019574,328396,Black,M,Aged 25 to 34 years,Not a youth,55,,1,Assault,,,,,,1,None,None,None,None,None,52639
52640,2020,Jan-Mar,1038674,6041781,318858,White,M,Aged 25 to 34 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,52640
52641,2020,Jan-Mar,1010964,6041214,320033,Unknown or Legacy,M,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,52641
52642,2020,Jan-Mar,1049393,6060198,337230,Black,M,Aged 25 to 34 years,Not a youth,14,1,1,Assault & Other crimes against persons,,,,,,,1,0,1,0,1,52642
52643,2021,Apr-June,1031482,6027499,326265,White,M,Aged 18 to 24 years,Not a youth,52,,1,Assault,,,,,,,None,None,None,None,None,52643
52644,2021,Apr-June,1014841,6033237,324765,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,52,,,Assault,,,,,,,None,None,None,None,None,52644
52645,2020,Jan-Mar,1050946,6047171,318858,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52645
52646,2020,Jan-Mar,1025208,6058648,319962,White,M,Aged 25 to 34 years,Not a youth,XX,,,Weapons & Homicide,,,,,,1,None,None,None,None,None,52646
52647,2020,Jan-Mar,1053424,6012430,337230,Black,M,Aged 25 to 34 years,Not a youth,52,1,1,Mischief & Fraud,,1,,1,,,0,0,0,0,0,52647
52648,2021,July-Sept,1052947,6025831,326265,White,M,Aged 18 to 24 years,Not a youth,22,,1,Mischief,,,,,,,None,None,None,None,None,52648
52649,2020,Jan-Mar,1003023,6017926,315729,Black,F,Aged 18 to 24 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,52649
52650,2020,Jan-Mar,1033679,6062544,318858,White,M,Aged 25 to 34 years,Not a youth,XX,1,1,Harassment & Threatening,,1,1,,,,1,1,1,0,1,52650
52651,2020,Oct-Dec,1055256,6004871,318025,Black,M,Aged 35 to 44 years,Not a youth,22,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52651
52652,2020,Apr-June,1040104,6012613,337230,Black,M,Aged 25 to 34 years,Not a youth,14,1,1,Break & Enter,,,,,,1,1,1,1,1,0,52652
52653,2021,Oct-Dec,1058450,6021425,326265,White,M,Aged 18 to 24 years,Not a youth,22,,1,Assault,,,,,,,None,None,None,None,None,52653
52654,2021,Jan-Mar,1016924,6021192,315729,White,F,Aged 18 to 24 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,52654
52655,2020,Jan-Mar,1017473,6059905,318858,White,M,Aged 25 to 34 years,Not a youth,52,1,1,Robbery & Theft,,,,,,1,1,0,0,0,0,52655
52656,2021,Oct-Dec,1054920,6023354,318025,Black,M,Aged 35 to 44 years,Not a youth,13,,1,Weapons,,,,,,1,None,None,None,None,None,52656
52657,2020,Jan-Mar,1053871,,318025,Black,M,Aged 35 to 44 years,Not a youth,XX,1,,Assault & Other crimes against persons,,,,,,,1,1,1,1,0,52657
52658,2020,Jan-Mar,1032852,6035127,311148,White,M,Aged 35 to 44 years,Not a youth,22,1,1,Drug Related,,,,,,1,1,1,1,1,0,52658
52659,2020,Jan-Mar,1054153,6043296,336479,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,52659
52660,2020,Jan-Mar,1037069,6043315,332166,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,51,1,1,Warrant,,,,1,,,1,0,0,0,0,52660
52661,2020,Jan-Mar,1036588,6061183,332166,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,51,1,1,Break & Enter,,,,1,,1,0,0,0,1,0,52661
52662,2020,July-Sept,1042209,6028031,332166,White,F,Aged 25 to 34 years,Not a youth,51,1,1,Warrant,,,,,,,1,1,1,0,0,52662
52663,2020,Oct-Dec,1015972,6024093,332166,Black,F,Aged 25 to 34 years,Not a youth,XX,1,1,Break & Enter,,,,,,,1,0,0,1,1,52663
52664,2021,Jan-Mar,1036223,6035419,332166,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,1,,,None,None,None,None,None,52664
52665,2021,Jan-Mar,1056077,6040885,332166,Black,F,Aged 25 to 34 years,Not a youth,XX,,1,Break and Enter,,,,,,,None,None,None,None,None,52665
52666,2021,Jan-Mar,1035507,6036201,332166,Black,F,Aged 25 to 34 years,Not a youth,51,,1,Other Offence,,,,1,,,None,None,None,None,None,52666
52667,2021,Apr-June,1027902,6017600,332166,White,F,Aged 25 to 34 years,Not a youth,51,,1,Break and Enter,,,,,,,None,None,None,None,None,52667
52668,2021,Apr-June,1032566,6061618,332166,White,F,Aged 25 to 34 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,52668
52669,2021,Apr-June,1030906,6005692,332166,White,F,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,52669
52670,2021,July-Sept,1046830,6012485,332166,Black,F,Aged 25 to 34 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,52670
52671,2021,July-Sept,1037610,6057423,332166,Black,F,Aged 25 to 34 years,Not a youth,41,,1,Weapons,,,,,,1,None,None,None,None,None,52671
52672,2021,Oct-Dec,1006917,6013707,332166,Black,F,Aged 25 to 34 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,52672
52673,2021,Oct-Dec,1055885,6003864,332166,Black,F,Aged 25 to 34 years,Not a youth,XX,,1,Assault,,,,,,,None,None,None,None,None,52673
52674,2020,Jan-Mar,1002479,6000161,326433,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,52674
52675,2020,Jan-Mar,1057860,6013403,335201,Latino,F,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52675
52676,2020,Jan-Mar,1040730,6055787,316947,White,F,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52676
52677,2020,Jan-Mar,1016212,6035429,316947,White,F,Aged 25 to 34 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,52677
52678,2020,Jan-Mar,1045964,6034655,316947,White,F,Aged 25 to 34 years,Not a youth,12,1,1,Assault & Other crimes against persons,,1,,1,,,1,1,1,1,0,52678
52679,2021,Jan-Mar,1041462,6013787,316947,White,F,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,52679
52680,2021,Apr-June,1054018,6009033,316947,White,F,Aged 25 to 34 years,Not a youth,XX,,,Assault,,1,,,1,,None,None,None,None,None,52680
52681,2021,Apr-June,1027804,6011291,316947,White,F,Aged 25 to 34 years,Not a youth,51,,1,Assault,,1,,1,1,,None,None,None,None,None,52681
52682,2020,Jan-Mar,1031403,6017177,315163,Unknown or Legacy,M,Aged 18 to 24 years,Not a youth,54,,1,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,52682
52683,2020,Jan-Mar,1020275,6047402,328519,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,11,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52683
52684,2020,Jan-Mar,1044803,6031155,311962,East/Southeast Asian,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,52684
52685,2021,Oct-Dec,1044297,6038598,315729,Black,F,Aged 18 to 24 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,52685
52686,2020,Apr-June,1027122,6030621,337230,Black,M,Aged 25 to 34 years,Not a youth,14,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,1,1,0,0,52686
52687,2021,Apr-June,1058660,6047511,317048,South Asian,F,Aged 18 to 24 years,Not a youth,XX,,,Harassment/Threatening,,,,,,1,None,None,None,None,None,52687
52688,2020,Apr-June,1037304,6023893,337230,Black,M,Aged 25 to 34 years,Not a youth,14,1,1,"FTA/FTC, Compliance Check & Parollee",,,1,1,,,1,0,1,0,0,52688
52689,2020,July-Sept,1024857,6012037,337230,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Break & Enter,,,1,,,,None,None,None,None,None,52689
52690,2020,Oct-Dec,1013110,6009790,337230,Indigenous,M,Aged 25 to 34 years,Not a youth,51,,1,Assault & Other crimes against persons,,1,,,,,None,None,None,None,None,52690
52691,2020,Jan-Mar,1032785,6010211,307464,White,M,Aged 25 to 34 years,Not a youth,32,1,1,Robbery & Theft,,,,,,1,0,0,0,0,1,52691
52692,2020,Oct-Dec,1006921,6016665,307464,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,52692
52693,2021,Jan-Mar,1004466,6049454,307464,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,52693
52694,2020,Jan-Mar,1014743,,307464,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,1,,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,0,0,1,52694
52695,2020,Jan-Mar,1028838,6017255,314095,White,M,Aged 18 to 24 years,Not a youth,22,,1,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,52695
52696,2020,Jan-Mar,1005816,6012942,324267,White,M,Aged 25 to 34 years,Not a youth,53,1,1,Assault & Other crimes against persons,,1,,,1,,1,1,1,0,0,52696
52697,2020,Jan-Mar,1016408,6017249,324267,White,M,Aged 25 to 34 years,Not a youth,32,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,52697
52698,2020,July-Sept,1014417,6006863,324267,White,M,Aged 25 to 34 years,Not a youth,41,,1,Break & Enter,,,,,,,None,None,None,None,None,52698
52699,2020,Oct-Dec,1015775,6016081,324267,White,M,Aged 25 to 34 years,Not a youth,54,,1,Other Offence,,,,,,1,None,None,None,None,None,52699
52700,2020,Oct-Dec,1027260,6044232,324267,White,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,52700
52701,2021,Apr-June,1033618,6049091,324267,White,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute,,,,,,,None,None,None,None,None,52701
52702,2021,Apr-June,1039800,6040608,324267,White,M,Aged 25 to 34 years,Not a youth,41,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,52702
52703,2021,Oct-Dec,1011138,6041861,324267,White,M,Aged 25 to 34 years,Not a youth,41,,1,Assault,,,,,,,None,None,None,None,None,52703
52704,2021,Oct-Dec,1018423,6021419,324267,White,M,Aged 25 to 34 years,Not a youth,53,,1,FTA/FTC/Compliance Check/Parollee,,1,,,,,None,None,None,None,None,52704
52705,2020,Oct-Dec,1049489,6003257,301003,South Asian,M,Aged 65 and older,Not a youth,41,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52705
52706,2021,Oct-Dec,1041224,6006943,301003,South Asian,M,Aged 65 years and older,Not a youth,41,,1,Harassment/Threatening,,,,,,,None,None,None,None,None,52706
52707,2021,Apr-June,1027509,6044847,327802,White,M,Aged 35 to 44 years,Not a youth,XX,,,Harassment/Threatening,,,,,,,None,None,None,None,None,52707
52708,2020,Jan-Mar,1015380,6013511,324431,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,42,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52708
52709,2020,Jan-Mar,1008984,6043255,311823,White,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52709
52710,2020,Jan-Mar,1003017,6045305,333253,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52710
52711,2020,Jan-Mar,1054976,6010724,312097,White,M,Aged 18 to 24 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,52711
52712,2020,Jan-Mar,1029499,6042251,328607,Unknown or Legacy,F,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,1,None,None,None,None,None,52712
52713,2020,Jan-Mar,1048071,6058371,321306,White,F,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,52713
52714,2020,Jan-Mar,1005388,6036980,318858,White,M,Aged 25 to 34 years,Not a youth,53,1,1,Weapons & Homicide,,,,,,1,1,0,1,1,0,52714
52715,2020,Jan-Mar,1023049,6012631,313851,Black,M,Aged 18 to 24 years,Not a youth,XX,1,1,Weapons & Homicide,,,,,,,1,0,1,0,0,52715
52716,2020,Jan-Mar,1034322,6006218,303580,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,1,Assault & Other crimes against persons,,,,1,,1,None,None,None,None,None,52716
52717,2020,July-Sept,1038767,6032544,333440,White,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,1,None,None,None,None,None,52717
52718,2020,Oct-Dec,1019556,6016085,333440,White,M,Aged 35 to 44 years,Not a youth,13,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,1,1,1,52718
52719,2020,Oct-Dec,1006047,6018542,306317,Middle-Eastern,M,Aged 17 years and younger,Youth (aged 17 and younger),41,,1,Other Offence,,,,,,,None,None,None,None,None,52719
52720,2021,Jan-Mar,1052387,6057151,306317,White,M,Aged 17 years and under,Youth (aged 17 years and under),43,,1,Robbery/Theft,,,,,,1,None,None,None,None,None,52720
52721,2020,Jan-Mar,1053618,6017590,334064,White,M,Aged 18 to 24 years,Not a youth,42,,1,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,52721
52722,2020,Jan-Mar,1052771,6061714,300126,White,M,Aged 25 to 34 years,Not a youth,51,,1,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,52722
52723,2021,Jan-Mar,1052351,6040229,300126,White,M,Aged 25 to 34 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,52723
52724,2021,July-Sept,1027944,6053140,300126,White,M,Aged 25 to 34 years,Not a youth,XX,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,52724
52725,2021,Jan-Mar,1037422,6048931,312822,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,52725
52726,2020,July-Sept,1023505,6051436,302720,East/Southeast Asian,F,Aged 35 to 44 years,Not a youth,32,,,Mischief & Fraud,,,,,,,None,None,None,None,None,52726
52727,2020,Oct-Dec,1004543,6041107,302720,White,F,Aged 35 to 44 years,Not a youth,32,,1,Break & Enter,,,,,,,None,None,None,None,None,52727
52728,2021,Apr-June,1007578,6008991,302720,East/Southeast Asian,F,Aged 35 to 44 years,Not a youth,32,,,Fraud,,,,,,,None,None,None,None,None,52728
52729,2020,July-Sept,1052466,6002604,308840,Black,M,Aged 17 years and younger,Youth (aged 17 and younger),31,,1,Sexual Related Crimes & Crimes Against Children,,,1,,,,None,None,None,None,None,52729
52730,2020,July-Sept,1032899,6007965,308840,Black,M,Aged 17 years and younger,Youth (aged 17 and younger),31,,1,Robbery & Theft,,,,,,,None,None,None,None,None,52730
52731,2020,July-Sept,1039747,6034930,308840,Black,M,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52731
52732,2020,July-Sept,1036769,6034633,329432,Unknown or Legacy,M,Aged 18 to 24 years,Not a youth,55,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52732
52733,2020,Oct-Dec,1008247,6035815,309128,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,52733
52734,2020,Jan-Mar,1003719,6003380,321062,White,M,Aged 17 years and younger,Youth (aged 17 and younger),XX,,1,Warrant,,,,,,,None,None,None,None,None,52734
52735,2020,Jan-Mar,1041659,6049392,321062,White,M,Aged 17 years and younger,Youth (aged 17 and younger),XX,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,52735
52736,2020,Jan-Mar,1042967,6014704,321062,White,M,Aged 17 years and younger,Youth (aged 17 and younger),52,,1,Robbery & Theft,,,,,,,None,None,None,None,None,52736
52737,2020,Apr-June,1055134,6063069,321062,White,M,Aged 17 years and younger,Youth (aged 17 and younger),14,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,0,0,0,52737
52738,2020,Jan-Mar,1019916,6004374,318858,White,M,Aged 25 to 34 years,Not a youth,XX,,,Other Offence,,,,,,1,None,None,None,None,None,52738
52739,2020,July-Sept,1008507,6038886,313851,Black,M,Aged 18 to 24 years,Not a youth,41,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,52739
52740,2020,Apr-June,1025416,6044850,318858,White,M,Aged 25 to 34 years,Not a youth,55,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,1,1,1,0,52740
52741,2020,July-Sept,1011364,6018996,327897,White,M,Aged 18 to 24 years,Not a youth,14,,1,Harassment & Threatening,,,,,,,None,None,None,None,None,52741
52742,2020,Oct-Dec,1013699,6056235,327897,Latino,M,Aged 18 to 24 years,Not a youth,14,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,52742
52743,2020,Jan-Mar,1023900,6045502,318605,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,43,,,Harassment & Threatening,,,,,,,None,None,None,None,None,52743
52744,2021,Apr-June,1043512,6015311,332479,White,M,Aged 35 to 44 years,Not a youth,14,,1,Assault,,,,,,,None,None,None,None,None,52744
52745,2020,Apr-June,1017188,6016140,336385,South Asian,M,Aged 18 to 24 years,Not a youth,XX,1,,Other Offence,,,,,,1,1,0,0,0,0,52745
52746,2020,Oct-Dec,1002947,6060205,336385,South Asian,M,Aged 18 to 24 years,Not a youth,XX,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,52746
52747,2020,Jan-Mar,1012136,6020182,333557,White,M,Aged 25 to 34 years,Not a youth,XX,,1,Assault & Other crimes against persons,,,1,,,,None,None,None,None,None,52747
52748,2020,Jan-Mar,1052470,6042945,333557,Indigenous,M,Aged 25 to 34 years,Not a youth,11,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,52748
52749,2020,Jan-Mar,1032254,6003945,318201,White,M,Aged 45 to 54 years,Not a youth,43,1,1,Assault & Other crimes against persons,,1,,1,1,,0,0,0,0,0,52749
52750,2020,Jan-Mar,1039762,6012004,318201,White,M,Aged 45 to 54 years,Not a youth,43,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,52750
52751,2020,Oct-Dec,1041173,6059610,301099,Unknown or Legacy,M,Aged 45 to 54 years,Not a youth,14,1,,Assault & Other crimes against persons,,,,,,,1,1,0,0,1,52751
52752,2021,Jan-Mar,1002854,6039288,301099,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,53,,1,Assault,,1,,,,,None,None,None,None,None,52752
52753,2020,Jan-Mar,1055330,6008870,325719,Black,M,Aged 18 to 24 years,Not a youth,51,,1,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,52753
52754,2020,Jan-Mar,1010269,6021349,321205,White,F,Aged 18 to 24 years,Not a youth,51,,1,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,52754
52755,2020,Jan-Mar,1059289,6020147,309357,White,M,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,52755
52756,2020,Jan-Mar,1059289,6038687,304441,White,M,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,52756
52757,2020,Jan-Mar,1037001,6006232,312721,White,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,1,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,52757
52758,2020,Jan-Mar,1054802,6028356,328112,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,32,,1,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,52758
52759,2020,Apr-June,1030419,6012916,306083,Black,F,Aged 35 to 44 years,Not a youth,XX,,,Weapons & Homicide,,,,,,1,None,None,None,None,None,52759
52760,2020,Jan-Mar,1011941,6058836,327268,White,M,Aged 18 to 24 years,Not a youth,XX,,,Mischief & Fraud,,,,,,1,None,None,None,None,None,52760
52761,2020,Jan-Mar,1031253,6009990,308925,White,F,Aged 35 to 44 years,Not a youth,51,,1,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,52761
